room_id,hotel_id,room_type_id,room_number,floor,status
2080,41,158,908,9,available
2081,41,159,609,6,available
2082,41,158,610,6,available
2083,41,160,311,3,available
2084,41,160,312,3,available
2085,41,159,813,8,occupied
2086,41,160,1014,10,available
2087,41,160,115,1,available
2088,41,159,416,4,occupied
2089,41,159,717,7,available
2090,41,158,818,8,available
2091,41,158,519,5,occupied
2092,41,159,300,3,available
2093,41,160,1001,10,available
2094,41,160,502,5,available
2095,41,158,803,8,available
2096,41,160,304,3,available
2097,41,159,1205,12,available
2098,41,158,306,3,maintenance
2099,41,158,707,7,occupied
2100,41,160,608,6,available
2101,41,158,109,1,occupied
2102,41,160,1110,11,available
2103,41,158,211,2,available
2104,41,159,112,1,available
2105,41,159,213,2,maintenance
2106,41,160,214,2,available
2107,41,159,215,2,occupied
2108,41,158,1216,12,available
2109,41,159,117,1,occupied
2110,41,158,418,4,available
2111,41,159,219,2,occupied
2112,41,160,600,6,available
2113,41,158,801,8,available
2114,41,160,1102,11,available
2115,41,160,1003,10,occupied
2116,41,160,1204,12,available
2117,41,159,405,4,occupied
2118,41,158,1006,10,available
2119,41,159,1007,10,available
2120,41,158,708,7,available
2121,41,160,509,5,available
2122,41,159,210,2,available
2123,41,160,211,2,maintenance
2124,41,160,912,9,occupied
2125,41,159,413,4,occupied
2126,41,160,214,2,available
2127,41,160,215,2,available
2128,41,159,116,1,available
2129,41,160,1117,11,available
2130,41,158,1118,11,available
2131,41,159,519,5,available
2132,41,160,600,6,available
2133,41,160,401,4,available
2134,41,158,702,7,available
2135,41,159,503,5,maintenance
2136,41,159,104,1,occupied
2137,42,161,1000,10,available
2138,42,163,501,5,occupied
2139,42,163,902,9,available
2140,42,162,303,3,available
2141,42,161,704,7,occupied
2142,42,163,505,5,available
2143,42,161,906,9,available
2144,42,162,107,1,available
2145,42,162,508,5,occupied
2146,42,162,609,6,available
2147,42,162,610,6,available
2148,42,162,311,3,available
2149,42,161,1212,12,occupied
2150,42,163,113,1,available
2151,42,162,614,6,available
2152,42,162,1115,11,available
2153,42,163,116,1,available
2154,42,163,217,2,occupied
2155,42,161,218,2,maintenance
2156,42,162,919,9,occupied
2157,42,161,1000,10,maintenance
2158,42,161,301,3,available
2159,42,162,1202,12,occupied
2160,42,163,703,7,available
2161,42,163,304,3,available
2162,42,161,705,7,occupied
2163,42,162,406,4,available
2164,42,162,1207,12,occupied
2165,42,163,308,3,maintenance
2166,42,161,1109,11,available
2167,42,162,610,6,occupied
2168,42,163,611,6,occupied
2169,42,161,112,1,available
2170,42,162,1213,12,occupied
2171,42,161,614,6,available
2172,42,161,1215,12,occupied
2173,42,162,1116,11,available
2174,42,163,517,5,available
2175,42,163,618,6,available
2176,42,162,119,1,maintenance
2177,42,162,200,2,occupied
2178,42,163,401,4,occupied
2179,42,162,1002,10,available
2180,42,162,1203,12,occupied
2181,42,163,604,6,available
2182,42,161,1105,11,occupied
2183,42,161,106,1,available
2184,42,162,507,5,maintenance
2185,42,163,408,4,maintenance
2186,42,163,109,1,available
2187,42,163,210,2,available
2188,42,162,311,3,occupied
2189,42,161,712,7,available
2190,42,163,1213,12,maintenance
2191,42,162,214,2,available
2192,42,162,1115,11,available
2193,42,161,416,4,maintenance
2194,42,162,1017,10,available
2195,43,166,600,6,available
2196,43,164,601,6,available
2197,43,165,302,3,available
2198,43,165,203,2,available
2199,43,165,804,8,available
2200,43,166,105,1,available
2201,43,165,1006,10,available
2202,43,166,107,1,available
2203,43,165,1208,12,available
2204,43,165,109,1,occupied
2205,43,164,810,8,available
2206,43,166,1111,11,available
2207,43,164,1112,11,available
2208,43,165,513,5,available
2209,43,165,414,4,available
2210,43,165,815,8,available
2211,43,164,616,6,available
2212,43,164,317,3,available
2213,43,164,218,2,available
2214,43,165,619,6,available
2215,43,165,300,3,available
2216,43,165,901,9,available
2217,43,166,102,1,available
2218,43,166,1003,10,occupied
2219,43,164,404,4,occupied
2220,43,165,605,6,occupied
2221,43,164,106,1,occupied
2222,43,164,1007,10,available
2223,43,165,1108,11,available
2224,43,164,109,1,available
2225,43,166,910,9,occupied
2226,43,166,511,5,available
2227,43,164,212,2,available
2228,43,165,813,8,available
2229,43,164,1014,10,occupied
2230,43,165,1115,11,available
2231,43,165,616,6,occupied
2232,43,166,917,9,occupied
2233,43,166,818,8,available
2234,43,166,319,3,available
2235,43,166,1200,12,available
2236,44,169,300,3,available
2237,44,168,401,4,available
2238,44,168,102,1,occupied
2239,44,168,803,8,available
2240,44,171,304,3,available
2241,44,170,805,8,occupied
2242,44,171,306,3,available
2243,44,170,207,2,available
2244,44,169,308,3,available
2245,44,171,109,1,available
2246,44,170,1210,12,maintenance
2247,44,167,1111,11,occupied
2248,44,168,212,2,available
2249,44,171,213,2,available
2250,44,170,1214,12,available
2251,44,169,1015,10,available
2252,44,167,216,2,available
2253,44,168,917,9,available
2254,44,171,918,9,available
2255,44,171,619,6,available
2256,44,170,1200,12,maintenance
2257,44,168,1201,12,available
2258,44,170,902,9,available
2259,44,167,603,6,occupied
2260,44,170,904,9,occupied
2261,44,171,405,4,available
2262,44,170,1006,10,occupied
2263,44,171,1007,10,available
2264,44,168,908,9,available
2265,44,169,109,1,available
2266,44,171,310,3,available
2267,44,170,311,3,available
2268,44,168,912,9,available
2269,44,169,913,9,available
2270,44,168,314,3,available
2271,44,168,115,1,available
2272,44,169,516,5,available
2273,44,169,1117,11,available
2274,44,168,1218,12,occupied
2275,44,167,219,2,available
2276,44,169,1000,10,available
2277,44,168,1201,12,available
2278,44,168,1202,12,available
2279,44,167,303,3,available
2280,44,168,104,1,available
2281,44,168,405,4,occupied
2282,44,168,1206,12,available
2283,44,169,307,3,available
2284,44,167,408,4,available
2285,44,168,109,1,occupied
2286,44,168,910,9,available
2287,44,169,111,1,available
2288,44,170,412,4,available
2289,44,167,613,6,occupied
2290,44,171,414,4,occupied
2291,44,170,815,8,available
2292,44,170,1016,10,available
2293,45,173,300,3,occupied
2294,45,172,1101,11,available
2295,45,176,202,2,available
2296,45,172,803,8,available
2297,45,176,104,1,occupied
2298,45,173,1005,10,occupied
2299,45,176,406,4,available
2300,45,172,507,5,available
2301,45,176,508,5,available
2302,45,175,709,7,available
2303,45,176,210,2,occupied
2304,45,173,211,2,available
2305,45,172,912,9,available
2306,45,175,913,9,occupied
2307,45,175,714,7,available
2308,45,172,715,7,available
2309,45,175,316,3,available
2310,45,176,717,7,available
2311,45,172,518,5,available
2312,45,174,519,5,available
2313,45,175,700,7,available
2314,45,173,1101,11,available
2315,45,173,1202,12,available
2316,45,175,603,6,available
2317,45,176,704,7,available
2318,45,173,305,3,occupied
2319,45,175,306,3,available
2320,45,172,207,2,available
2321,45,173,508,5,available
2322,45,175,1109,11,available
2323,45,174,1110,11,available
2324,45,174,511,5,available
2325,45,172,1112,11,available
2326,45,176,1113,11,occupied
2327,45,172,914,9,occupied
2328,45,176,1115,11,available
2329,45,176,716,7,available
2330,45,173,1217,12,available
2331,45,172,1118,11,available
2332,45,175,519,5,available
2333,45,176,600,6,occupied
2334,45,173,1201,12,maintenance
2335,45,174,802,8,maintenance
2336,45,173,603,6,available
2337,45,174,904,9,available
2338,45,173,505,5,occupied
2339,45,172,1206,12,available
2340,45,172,1207,12,occupied
2341,45,176,808,8,available
2342,45,174,1209,12,available
2343,45,175,1210,12,available
2344,45,176,1111,11,available
2345,45,174,812,8,available
2346,45,174,1213,12,occupied
2347,45,174,414,4,available
2348,45,173,715,7,available
2349,45,175,516,5,available
2350,45,176,917,9,available
2351,45,172,718,7,available
2352,45,174,319,3,available
2353,45,174,500,5,available
2354,45,176,1201,12,occupied
2355,45,176,602,6,occupied
2356,45,176,503,5,available
2357,46,178,700,7,available
2358,46,179,601,6,available
2359,46,180,502,5,occupied
2360,46,178,203,2,occupied
2361,46,178,104,1,available
2362,46,179,305,3,available
2363,46,181,206,2,available
2364,46,180,207,2,occupied
2365,46,179,108,1,maintenance
2366,46,179,1109,11,available
2367,46,178,410,4,occupied
2368,46,178,711,7,occupied
2369,46,179,612,6,occupied
2370,46,178,1213,12,occupied
2371,46,180,1014,10,available
2372,46,180,415,4,available
2373,46,177,116,1,available
2374,46,177,817,8,occupied
2375,46,179,318,3,available
2376,46,177,219,2,available
2377,46,181,800,8,available
2378,46,181,501,5,available
2379,46,178,602,6,occupied
2380,46,179,1203,12,occupied
2381,46,180,904,9,occupied
2382,46,179,505,5,occupied
2383,46,180,106,1,available
2384,46,178,1107,11,maintenance
2385,46,177,1208,12,available
2386,46,179,1209,12,occupied
2387,46,178,810,8,available
2388,46,178,1011,10,available
2389,46,179,712,7,available
2390,46,180,113,1,available
2391,46,177,1114,11,occupied
2392,46,179,315,3,occupied
2393,46,181,216,2,available
2394,46,179,617,6,available
2395,46,177,118,1,available
2396,46,178,819,8,occupied
2397,46,178,1200,12,available
2398,46,179,301,3,available
2399,46,178,202,2,available
2400,46,181,503,5,available
2401,46,181,1204,12,occupied
2402,46,178,705,7,available
2403,46,177,806,8,maintenance
2404,46,177,407,4,available
2405,46,180,1008,10,available
2406,46,178,909,9,occupied
2407,46,178,1210,12,available
2408,47,184,1200,12,available
2409,47,183,401,4,available
2410,47,184,602,6,maintenance
2411,47,183,1103,11,available
2412,47,182,304,3,available
2413,47,184,1205,12,occupied
2414,47,183,406,4,available
2415,47,182,907,9,available
2416,47,182,108,1,available
2417,47,183,1209,12,available
2418,47,182,610,6,available
2419,47,182,711,7,available
2420,47,184,612,6,maintenance
2421,47,183,713,7,available
2422,47,182,914,9,maintenance
2423,47,182,915,9,available
2424,47,184,816,8,occupied
2425,47,182,917,9,occupied
2426,47,182,718,7,available
2427,47,182,819,8,available
2428,47,183,200,2,available
2429,47,184,401,4,occupied
2430,47,184,1102,11,available
2431,47,182,1203,12,available
2432,47,183,1104,11,occupied
2433,47,184,705,7,occupied
2434,47,183,906,9,occupied
2435,47,183,807,8,available
2436,47,183,508,5,available
2437,47,182,409,4,maintenance
2438,47,182,310,3,maintenance
2439,47,184,911,9,available
2440,47,182,1012,10,available
2441,47,182,613,6,available
2442,47,184,1214,12,available
2443,47,184,1115,11,maintenance
2444,47,184,316,3,available
2445,47,183,717,7,available
2446,47,182,1018,10,maintenance
2447,47,183,419,4,available
2448,47,182,700,7,available
2449,48,187,800,8,occupied
2450,48,185,201,2,occupied
2451,48,185,902,9,available
2452,48,186,1103,11,occupied
2453,48,186,204,2,occupied
2454,48,185,805,8,available
2455,48,185,906,9,occupied
2456,48,185,1107,11,available
2457,48,185,108,1,occupied
2458,48,185,409,4,occupied
2459,48,185,710,7,available
2460,48,187,511,5,available
2461,48,185,1012,10,occupied
2462,48,186,1113,11,available
2463,48,185,614,6,occupied
2464,48,186,115,1,available
2465,48,186,1016,10,available
2466,48,185,1117,11,available
2467,48,186,218,2,available
2468,48,187,519,5,available
2469,48,187,1100,11,available
2470,48,186,501,5,available
2471,48,187,202,2,available
2472,48,186,1003,10,maintenance
2473,48,187,604,6,available
2474,48,186,605,6,occupied
2475,48,185,806,8,occupied
2476,48,185,107,1,available
2477,48,186,308,3,available
2478,48,185,1009,10,occupied
2479,48,186,210,2,available
2480,48,187,211,2,available
2481,48,185,412,4,available
2482,48,187,713,7,occupied
2483,48,187,714,7,available
2484,48,187,1115,11,available
2485,48,185,1016,10,maintenance
2486,48,186,417,4,available
2487,48,186,818,8,occupied
2488,48,185,219,2,occupied
2489,48,185,300,3,available
2490,48,186,1101,11,occupied
2491,48,186,602,6,available
2492,48,187,903,9,available
2493,48,187,904,9,available
2494,48,185,1105,11,occupied
2495,48,187,1106,11,available
2496,48,187,1207,12,available
2497,48,185,1008,10,available
2498,48,186,609,6,available
2499,48,185,910,9,available
2500,48,187,1111,11,available
2501,48,185,212,2,available
2502,48,185,213,2,available
2503,48,186,114,1,occupied
2504,48,186,715,7,available
2505,48,186,1016,10,available
2506,48,186,817,8,available
2507,48,185,118,1,available
2508,48,187,819,8,available
2509,48,186,900,9,available
2510,48,186,801,8,available
2511,48,187,802,8,available
2512,48,186,203,2,available
2513,48,185,704,7,occupied
2514,48,186,1205,12,maintenance
2515,48,186,606,6,available
2516,48,186,407,4,available
2517,48,187,408,4,available
2518,48,185,1009,10,occupied
2519,49,191,1000,10,available
2520,49,191,801,8,available
2521,49,190,302,3,available
2522,49,191,403,4,available
2523,49,188,1204,12,available
2524,49,191,1205,12,available
2525,49,190,606,6,available
2526,49,189,807,8,available
2527,49,189,708,7,available
2528,49,188,609,6,available
2529,49,190,1010,10,available
2530,49,190,711,7,available
2531,49,189,512,5,maintenance
2532,49,190,513,5,occupied
2533,49,190,1214,12,available
2534,49,188,515,5,available
2535,49,191,1016,10,occupied
2536,49,189,1017,10,available
2537,49,190,518,5,available
2538,49,190,419,4,available
2539,49,190,700,7,available
2540,49,189,301,3,available
2541,49,190,902,9,available
2542,49,191,1203,12,occupied
2543,49,190,204,2,available
2544,49,188,105,1,maintenance
2545,49,191,306,3,available
2546,49,189,207,2,occupied
2547,49,188,808,8,available
2548,49,190,409,4,available
2549,49,191,610,6,available
2550,49,189,311,3,available
2551,49,188,112,1,available
2552,49,191,513,5,available
2553,49,188,314,3,occupied
2554,49,189,1015,10,available
2555,49,188,316,3,occupied
2556,49,190,217,2,available
2557,49,188,418,4,occupied
2558,49,191,619,6,occupied
2559,49,190,900,9,occupied
2560,49,191,401,4,available
2561,49,190,1102,11,available
2562,49,191,103,1,available
2563,49,191,204,2,occupied
2564,49,189,205,2,available
2565,49,190,906,9,available
2566,50,194,700,7,available
2567,50,192,201,2,available
2568,50,194,102,1,occupied
2569,50,194,303,3,available
2570,50,195,304,3,occupied
2571,50,193,105,1,occupied
2572,50,193,506,5,available
2573,50,193,507,5,available
2574,50,192,108,1,available
2575,50,195,1209,12,available
2576,50,195,910,9,occupied
2577,50,192,911,9,occupied
2578,50,194,1212,12,occupied
2579,50,193,1013,10,occupied
2580,50,195,1014,10,maintenance
2581,50,193,1115,11,available
2582,50,195,816,8,occupied
2583,50,192,817,8,available
2584,50,192,518,5,available
2585,50,194,119,1,available
2586,50,194,100,1,available
2587,50,194,701,7,available
2588,50,193,802,8,occupied
2589,50,193,403,4,available
2590,50,193,1004,10,occupied
2591,50,192,305,3,available
2592,50,194,706,7,available
2593,50,192,407,4,available
2594,50,192,408,4,available
2595,50,193,509,5,available
2596,50,195,210,2,occupied
2597,50,192,1111,11,occupied
2598,50,195,612,6,occupied
2599,50,192,813,8,occupied
2600,50,193,814,8,available
2601,50,194,615,6,available
2602,50,192,316,3,available
2603,50,194,417,4,available
2604,50,193,418,4,occupied
2605,50,194,819,8,available
2606,50,192,400,4,available
2607,50,193,101,1,available
2608,50,194,802,8,available
2609,50,192,203,2,available
2610,50,193,304,3,available
2611,50,193,505,5,available
2612,51,196,800,8,occupied
2613,51,199,501,5,available
2614,51,199,1202,12,occupied
2615,51,196,803,8,available
2616,51,199,604,6,occupied
2617,51,199,205,2,available
2618,51,197,506,5,available
2619,51,198,1107,11,available
2620,51,199,308,3,occupied
2621,51,199,1109,11,available
2622,51,196,310,3,available
2623,51,196,1011,10,occupied
2624,51,198,712,7,available
2625,51,198,1213,12,available
2626,51,197,414,4,available
2627,51,197,815,8,available
2628,51,196,316,3,available
2629,51,196,217,2,maintenance
2630,51,196,918,9,available
2631,51,196,419,4,available
2632,51,199,1200,12,available
2633,51,196,801,8,occupied
2634,51,199,502,5,available
2635,51,197,1003,10,available
2636,51,196,1004,10,maintenance
2637,51,198,1205,12,available
2638,51,198,1206,12,occupied
2639,51,196,807,8,available
2640,51,197,308,3,occupied
2641,51,199,1209,12,available
2642,51,197,910,9,available
2643,51,197,111,1,available
2644,51,198,312,3,available
2645,51,199,313,3,available
2646,51,198,1114,11,occupied
2647,51,199,415,4,occupied
2648,51,196,1216,12,available
2649,51,197,417,4,maintenance
2650,51,198,518,5,available
2651,51,196,519,5,available
2652,51,199,900,9,available
2653,51,198,101,1,available
2654,51,196,302,3,available
2655,51,198,1003,10,available
2656,51,198,204,2,available
2657,51,198,405,4,occupied
2658,51,199,806,8,available
2659,51,197,707,7,available
2660,51,197,308,3,occupied
2661,51,198,709,7,available
2662,51,197,810,8,occupied
2663,51,199,611,6,occupied
2664,51,197,612,6,available
2665,52,201,200,2,occupied
2666,52,201,901,9,available
2667,52,202,302,3,available
2668,52,201,1003,10,occupied
2669,52,200,304,3,available
2670,52,200,205,2,available
2671,52,201,406,4,available
2672,52,202,607,6,available
2673,52,202,1208,12,available
2674,52,200,709,7,available
2675,52,202,1210,12,occupied
2676,52,202,711,7,available
2677,52,202,1212,12,available
2678,52,200,113,1,available
2679,52,200,614,6,available
2680,52,202,915,9,available
2681,52,202,916,9,available
2682,52,200,417,4,occupied
2683,52,200,1118,11,available
2684,52,200,119,1,available
2685,52,202,400,4,occupied
2686,52,200,201,2,occupied
2687,52,200,302,3,occupied
2688,52,200,303,3,occupied
2689,52,201,1204,12,available
2690,52,202,205,2,occupied
2691,52,202,306,3,occupied
2692,52,202,707,7,available
2693,52,201,508,5,occupied
2694,52,200,1009,10,available
2695,52,201,510,5,available
2696,53,204,500,5,maintenance
2697,53,203,1101,11,available
2698,53,204,302,3,available
2699,53,205,803,8,available
2700,53,205,804,8,available
2701,53,204,905,9,available
2702,53,205,706,7,available
2703,53,204,707,7,occupied
2704,53,205,208,2,available
2705,53,205,309,3,available
2706,53,205,310,3,available
2707,53,203,1211,12,occupied
2708,53,203,312,3,available
2709,53,203,113,1,available
2710,53,203,114,1,available
2711,53,205,515,5,available
2712,53,203,516,5,occupied
2713,53,205,1017,10,occupied
2714,53,205,218,2,available
2715,53,205,819,8,available
2716,53,204,1000,10,available
2717,53,205,501,5,available
2718,53,205,202,2,available
2719,53,205,1203,12,available
2720,53,205,904,9,available
2721,53,203,705,7,available
2722,53,203,1206,12,available
2723,53,203,1207,12,available
2724,53,203,608,6,occupied
2725,53,205,309,3,available
2726,53,203,910,9,available
2727,53,203,111,1,available
2728,53,203,612,6,occupied
2729,54,207,900,9,occupied
2730,54,210,1201,12,available
2731,54,208,902,9,available
2732,54,209,1003,10,available
2733,54,210,1004,10,available
2734,54,209,705,7,available
2735,54,209,306,3,occupied
2736,54,209,407,4,occupied
2737,54,207,908,9,maintenance
2738,54,207,909,9,available
2739,54,209,1110,11,occupied
2740,54,207,411,4,occupied
2741,54,209,1212,12,available
2742,54,208,1113,11,available
2743,54,210,714,7,available
2744,54,209,215,2,available
2745,54,210,516,5,maintenance
2746,54,206,117,1,maintenance
2747,54,207,318,3,available
2748,54,207,419,4,occupied
2749,54,210,300,3,available
2750,54,210,901,9,occupied
2751,54,207,602,6,occupied
2752,54,209,1203,12,available
2753,54,206,904,9,available
2754,54,206,705,7,maintenance
2755,54,209,806,8,available
2756,54,206,707,7,occupied
2757,54,208,1008,10,available
2758,54,210,909,9,available
2759,54,208,410,4,occupied
2760,54,210,311,3,available
2761,54,209,712,7,available
2762,54,210,1213,12,available
2763,54,210,714,7,available
2764,54,210,1115,11,available
2765,54,208,616,6,available
2766,54,207,1217,12,available
2767,54,207,1218,12,available
2768,54,208,1219,12,maintenance
2769,54,209,900,9,available
2770,54,207,1001,10,occupied
2771,54,210,202,2,available
2772,54,209,403,4,available
2773,54,210,1004,10,available
2774,54,207,605,6,available
2775,54,210,506,5,available
2776,55,211,800,8,occupied
2777,55,212,1001,10,occupied
2778,55,211,802,8,available
2779,55,214,303,3,occupied
2780,55,214,704,7,available
2781,55,213,205,2,occupied
2782,55,214,806,8,available
2783,55,211,907,9,occupied
2784,55,214,508,5,available
2785,55,214,509,5,available
2786,55,213,710,7,available
2787,55,212,1011,10,occupied
2788,55,213,212,2,available
2789,55,212,513,5,occupied
2790,55,213,414,4,available
2791,55,211,715,7,available
2792,55,211,516,5,available
2793,55,211,1017,10,available
2794,55,214,118,1,available
2795,55,212,219,2,occupied
2796,55,211,300,3,available
2797,55,214,101,1,available
2798,55,213,902,9,available
2799,55,211,103,1,occupied
2800,55,212,504,5,available
2801,55,213,605,6,available
2802,55,212,106,1,available
2803,55,212,1107,11,occupied
2804,55,213,808,8,available
2805,55,212,1009,10,available
2806,55,214,510,5,occupied
2807,55,211,911,9,available
2808,55,212,112,1,available
2809,55,214,613,6,occupied
2810,55,211,114,1,available
2811,55,213,1215,12,available
2812,55,214,216,2,available
2813,55,213,1117,11,available
2814,55,213,718,7,available
2815,55,213,1019,10,available
2816,55,214,900,9,available
2817,55,213,701,7,available
2818,55,211,902,9,occupied
2819,55,211,1103,11,available
2820,55,214,304,3,available
2821,55,211,105,1,available
2822,55,212,706,7,available
2823,55,211,107,1,available
2824,55,213,508,5,occupied
2825,55,213,309,3,available
2826,55,211,710,7,available
2827,55,213,711,7,available
2828,55,214,612,6,available
2829,55,211,713,7,available
2830,55,212,214,2,available
2831,55,213,1015,10,available
2832,55,214,316,3,available
2833,55,214,317,3,available
2834,55,212,218,2,available
2835,55,213,419,4,available
2836,55,213,800,8,occupied
2837,55,213,801,8,available
2838,55,214,502,5,available
2839,55,213,603,6,available
2840,55,214,604,6,available
2841,55,212,905,9,available
2842,55,211,806,8,occupied
2843,55,212,507,5,available
2844,55,213,408,4,available
2845,55,211,109,1,occupied
2846,56,216,1100,11,available
2847,56,215,201,2,occupied
2848,56,218,402,4,occupied
2849,56,216,1103,11,maintenance
2850,56,218,304,3,available
2851,56,217,905,9,available
2852,56,216,1006,10,available
2853,56,217,1207,12,available
2854,56,219,608,6,available
2855,56,219,1109,11,available
2856,56,217,310,3,occupied
2857,56,217,211,2,available
2858,56,219,612,6,available
2859,56,219,213,2,available
2860,56,215,614,6,occupied
2861,56,219,1115,11,available
2862,56,217,1016,10,available
2863,56,218,817,8,available
2864,56,218,418,4,occupied
2865,56,216,619,6,occupied
2866,56,217,800,8,occupied
2867,56,217,201,2,occupied
2868,56,218,202,2,available
2869,56,217,1203,12,occupied
2870,56,219,804,8,available
2871,56,217,1005,10,available
2872,56,217,406,4,available
2873,56,219,107,1,available
2874,56,215,908,9,available
2875,56,215,209,2,available
2876,56,216,1110,11,available
2877,56,219,311,3,available
2878,56,215,912,9,available
2879,56,219,313,3,occupied
2880,56,219,214,2,available
2881,56,216,815,8,available
2882,56,216,116,1,available
2883,56,219,717,7,available
2884,56,215,618,6,available
2885,56,218,1219,12,available
2886,56,217,1100,11,available
2887,56,217,1201,12,available
2888,56,219,102,1,available
2889,56,219,203,2,available
2890,56,218,404,4,available
2891,56,218,805,8,available
2892,56,218,806,8,occupied
2893,56,216,1007,10,occupied
2894,56,219,208,2,maintenance
2895,56,216,409,4,occupied
2896,56,216,1010,10,available
2897,56,217,711,7,available
2898,56,218,512,5,maintenance
2899,56,217,113,1,available
2900,56,219,1014,10,occupied
2901,57,220,100,1,available
2902,57,222,801,8,available
2903,57,220,902,9,occupied
2904,57,222,303,3,available
2905,57,220,904,9,available
2906,57,222,505,5,available
2907,57,222,706,7,available
2908,57,222,1007,10,occupied
2909,57,223,1008,10,available
2910,57,221,909,9,occupied
2911,57,222,810,8,available
2912,57,222,911,9,available
2913,57,220,1012,10,available
2914,57,221,213,2,available
2915,57,223,1214,12,available
2916,57,220,315,3,available
2917,57,221,1116,11,available
2918,57,223,217,2,available
2919,57,222,1018,10,available
2920,57,222,619,6,occupied
2921,57,222,400,4,available
2922,57,221,901,9,maintenance
2923,57,220,202,2,available
2924,57,221,1103,11,available
2925,57,222,704,7,occupied
2926,57,220,205,2,available
2927,57,223,906,9,available
2928,57,222,1007,10,available
2929,57,220,1208,12,occupied
2930,57,221,209,2,available
2931,57,220,610,6,available
2932,57,223,711,7,available
2933,58,226,200,2,available
2934,58,226,1201,12,available
2935,58,224,1202,12,available
2936,58,224,1103,11,available
2937,58,225,1104,11,available
2938,58,224,205,2,available
2939,58,224,106,1,available
2940,58,225,1007,10,maintenance
2941,58,226,308,3,available
2942,58,226,609,6,available
2943,58,227,110,1,available
2944,58,226,911,9,occupied
2945,58,224,112,1,available
2946,58,224,313,3,available
2947,58,227,414,4,available
2948,58,226,1215,12,occupied
2949,58,227,416,4,available
2950,58,227,317,3,occupied
2951,58,224,418,4,available
2952,58,227,1019,10,available
2953,58,226,400,4,occupied
2954,58,224,1201,12,available
2955,58,226,902,9,available
2956,58,227,203,2,available
2957,58,226,804,8,available
2958,58,224,1105,11,available
2959,58,227,706,7,available
2960,58,227,1007,10,available
2961,58,226,208,2,available
2962,58,226,409,4,available
2963,58,224,1110,11,available
2964,58,225,811,8,available
2965,58,227,112,1,occupied
2966,58,227,1113,11,available
2967,58,224,614,6,occupied
2968,58,226,315,3,available
2969,58,227,516,5,available
2970,58,227,217,2,available
2971,58,224,1018,10,maintenance
2972,58,227,619,6,available
2973,58,225,600,6,available
2974,58,226,701,7,occupied
2975,58,224,602,6,maintenance
2976,58,224,403,4,available
2977,59,228,300,3,available
2978,59,228,101,1,available
2979,59,229,702,7,available
2980,59,228,903,9,occupied
2981,59,229,1104,11,available
2982,59,229,805,8,available
2983,59,230,406,4,available
2984,59,228,107,1,available
2985,59,230,108,1,available
2986,59,229,509,5,available
2987,59,230,1010,10,available
2988,59,230,111,1,available
2989,59,228,912,9,available
2990,59,229,1013,10,available
2991,59,229,614,6,occupied
2992,59,229,215,2,occupied
2993,59,228,616,6,available
2994,59,229,317,3,occupied
2995,59,228,818,8,available
2996,59,228,119,1,available
2997,59,229,900,9,maintenance
2998,59,228,201,2,occupied
2999,59,229,1202,12,occupied
3000,59,228,403,4,available
3001,59,228,1004,10,available
3002,59,230,205,2,available
3003,59,228,906,9,available
3004,59,230,1207,12,available
3005,59,230,408,4,occupied
3006,59,228,709,7,available
3007,59,229,810,8,available
3008,59,229,211,2,available
3009,59,228,1012,10,available
3010,59,228,613,6,available
3011,59,230,714,7,maintenance
3012,59,228,915,9,available
3013,59,228,616,6,available
3014,59,228,117,1,occupied
3015,59,228,1118,11,occupied
3016,59,228,219,2,available
3017,59,230,1100,11,available
3018,59,229,301,3,available
3019,59,229,202,2,available
3020,59,230,1203,12,available
3021,59,230,1204,12,available
3022,59,230,405,4,available
3023,59,229,406,4,occupied
3024,59,230,207,2,available
3025,59,229,1208,12,available
3026,59,228,1109,11,occupied
3027,59,228,510,5,available
3028,59,229,111,1,available
3029,59,230,912,9,available
3030,59,230,713,7,maintenance
3031,59,230,714,7,available
3032,59,228,615,6,available
3033,59,229,516,5,occupied
3034,59,228,517,5,available
3035,59,230,1118,11,available
3036,59,228,719,7,available
3037,59,230,1000,10,available
3038,59,228,501,5,available
3039,59,229,202,2,available
3040,59,228,103,1,available
3041,60,234,800,8,available
3042,60,232,101,1,occupied
3043,60,232,102,1,available
3044,60,233,403,4,available
3045,60,234,1204,12,available
3046,60,233,405,4,available
3047,60,231,106,1,available
3048,60,234,1007,10,available
3049,60,231,208,2,available
3050,60,232,609,6,maintenance
3051,60,231,110,1,occupied
3052,60,232,1011,10,available
3053,60,232,112,1,available
3054,60,232,313,3,available
3055,60,232,914,9,occupied
3056,60,231,1215,12,available
3057,60,231,1116,11,available
3058,60,232,317,3,available
3059,60,233,618,6,occupied
3060,60,233,1219,12,available
3061,60,231,800,8,available
3062,60,232,901,9,occupied
3063,60,231,802,8,occupied
3064,60,234,503,5,available
3065,60,234,104,1,maintenance
3066,60,232,405,4,occupied
3067,60,233,306,3,available
3068,60,232,207,2,available
3069,60,231,308,3,available
3070,60,232,1009,10,available
3071,60,231,310,3,maintenance
3072,60,231,1011,10,available
3073,60,234,812,8,occupied
3074,60,234,1013,10,available
3075,60,232,714,7,available
3076,60,233,615,6,available
3077,60,232,816,8,available
3078,60,234,1017,10,occupied
3079,60,231,1118,11,available
